Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2025-07-29,1007.0,1022.9000244140625,993.5,1015.5999755859375,,3489498.0, ADANIGREEN.NS
2025-07-30,1020.0,1024.5,1007.0,1009.7000122070312,,1365437.0, ADANIGREEN.NS
2025-07-31,985.5,1007.5,980.0999755859375,984.7000122070312,,2062250.0, ADANIGREEN.NS
2025-08-01,988.7999877929688,1007.6500244140625,968.0,972.5999755859375,,1800185.0, ADANIGREEN.NS
2025-08-04,980.0,997.0,971.6500244140625,989.7999877929688,,1280378.0, ADANIGREEN.NS
2025-08-05,993.0,996.4000244140625,965.2000122070312,971.75,,1365079.0, ADANIGREEN.NS
2025-08-06,975.9000244140625,977.5,955.0,957.5499877929688,,1204140.0, ADANIGREEN.NS
2025-08-07,951.9500122070312,955.1500244140625,903.5,936.7000122070312,,3658631.0, ADANIGREEN.NS
2025-08-08,939.8499755859375,946.6500244140625,909.0499877929688,914.0499877929688,,2051171.0, ADANIGREEN.NS
2025-08-11,914.0499877929688,933.1500244140625,908.0,929.0999755859375,,1612977.0, ADANIGREEN.NS
2025-08-12,929.0999755859375,941.0,927.5,930.9000244140625,,1096445.0, ADANIGREEN.NS
2025-08-13,932.0999755859375,938.4500122070312,919.5,924.1500244140625,,1023795.0, ADANIGREEN.NS
2025-08-14,925.0,933.0,914.0499877929688,917.5,,1031515.0, ADANIGREEN.NS
2025-08-18,929.0,955.5499877929688,925.75,941.6500244140625,,1856211.0, ADANIGREEN.NS
2025-08-19,942.0499877929688,975.5,937.4500122070312,973.4000244140625,,1886130.0, ADANIGREEN.NS
2025-08-20,969.0,984.0,967.9500122070312,975.9500122070312,,1584174.0, ADANIGREEN.NS
2025-08-21,976.0,983.9500122070312,964.1500244140625,966.5999755859375,,820006.0, ADANIGREEN.NS
2025-08-22,965.0,970.2000122070312,952.9000244140625,957.2000122070312,,946994.0, ADANIGREEN.NS
2025-08-25,958.3499755859375,972.7000122070312,958.3499755859375,964.0999755859375,,943859.0, ADANIGREEN.NS
2025-08-26,964.1500244140625,965.75,926.0,931.25,,1462770.0, ADANIGREEN.NS
2025-08-28,931.0,935.0,917.0999755859375,921.1500244140625,,1308868.0, ADANIGREEN.NS
2025-08-29,920.1500244140625,926.7999877929688,908.5,913.5,,1477870.0, ADANIGREEN.NS
2025-09-01,920.4000244140625,933.7000122070312,918.0499877929688,931.5499877929688,,839458.0, ADANIGREEN.NS
2025-09-02,934.7999877929688,943.4500122070312,929.0,933.8499755859375,,967218.0, ADANIGREEN.NS
2025-09-03,933.8499755859375,939.5499877929688,931.1500244140625,935.7000122070312,,626485.0, ADANIGREEN.NS
2025-09-04,944.4000244140625,954.1500244140625,926.5,929.1500244140625,,865803.0, ADANIGREEN.NS
2025-09-05,932.0499877929688,935.0,916.25,929.3499755859375,,847676.0, ADANIGREEN.NS
2025-09-08,934.9000244140625,945.0,931.8499755859375,937.2000122070312,,1662382.0, ADANIGREEN.NS
2025-09-09,941.9000244140625,947.5,935.7999877929688,943.7000122070312,,868754.0, ADANIGREEN.NS
2025-09-10,946.5,973.0,945.7999877929688,963.3499755859375,,1995294.0, ADANIGREEN.NS
2025-09-11,965.0,1004.7999877929688,961.2000122070312,976.3499755859375,,3601127.0, ADANIGREEN.NS
2025-09-12,981.0,986.5499877929688,975.4500122070312,981.7000122070312,,1086098.0, ADANIGREEN.NS
2025-09-15,984.0,993.7999877929688,983.4500122070312,986.7000122070312,,924070.0, ADANIGREEN.NS
2025-09-16,991.4500122070312,998.3499755859375,984.0499877929688,987.8499755859375,,897176.0, ADANIGREEN.NS
2025-09-17,992.0,993.4500122070312,977.2999877929688,979.4500122070312,,846865.0, ADANIGREEN.NS
2025-09-18,982.0,993.9000244140625,974.2999877929688,978.9000244140625,,992415.0, ADANIGREEN.NS
2025-09-19,1025.0,1071.0,1003.0,1030.699951171875,,17650332.0, ADANIGREEN.NS
2025-09-22,1040.0,1177.550048828125,1035.8499755859375,1152.1500244140625,,37416287.0, ADANIGREEN.NS
2025-09-23,1164.0,1177.300048828125,1120.800048828125,1131.449951171875,,14163567.0, ADANIGREEN.NS
2025-09-24,1126.0,1141.699951171875,1090.449951171875,1095.25,,7615653.0, ADANIGREEN.NS
2025-09-25,1096.050048828125,1115.0,1076.300048828125,1079.550048828125,,5390958.0, ADANIGREEN.NS
2025-09-26,1082.8499755859375,1086.800048828125,1040.4000244140625,1047.4000244140625,,3774879.0, ADANIGREEN.NS
2025-09-29,1053.9000244140625,1062.949951171875,1027.300048828125,1035.3499755859375,,3108705.0, ADANIGREEN.NS
2025-09-30,1037.0,1043.0,1010.5,1026.8499755859375,,3520751.0, ADANIGREEN.NS
2025-10-01,1031.800048828125,1070.0,1026.5,1064.699951171875,,4597346.0, ADANIGREEN.NS
2025-10-03,1068.5999755859375,1078.800048828125,1054.300048828125,1070.300048828125,,2348127.0, ADANIGREEN.NS
2025-10-06,1070.300048828125,1076.0999755859375,1056.0,1059.4000244140625,,1248757.0, ADANIGREEN.NS
2025-10-07,1062.0,1089.4000244140625,1057.300048828125,1060.699951171875,,3579020.0, ADANIGREEN.NS
2025-10-08,1063.0,1064.300048828125,1032.300048828125,1045.0999755859375,,2026547.0, ADANIGREEN.NS
2025-10-09,1045.5,1055.800048828125,1042.699951171875,1051.5,,1148919.0, ADANIGREEN.NS
2025-10-10,1048.0999755859375,1072.199951171875,1048.0999755859375,1064.300048828125,,1335270.0, ADANIGREEN.NS
2025-10-13,1054.300048828125,1062.4000244140625,1043.199951171875,1051.300048828125,,1572244.0, ADANIGREEN.NS
2025-10-14,1052.0,1054.699951171875,1024.0999755859375,1036.199951171875,,1757848.0, ADANIGREEN.NS
2025-10-15,1039.0,1052.5,1034.0999755859375,1043.800048828125,,1161123.0, ADANIGREEN.NS
2025-10-16,1055.0,1067.0,1052.5,1060.300048828125,,1742078.0, ADANIGREEN.NS
2025-10-17,1057.9000244140625,1061.9000244140625,1035.0,1036.699951171875,,2132960.0, ADANIGREEN.NS
2025-10-20,1043.0,1045.5,1028.0999755859375,1034.0999755859375,,1212007.0, ADANIGREEN.NS
2025-10-21,1044.0,1045.4000244140625,1036.300048828125,1040.0,,457938.0, ADANIGREEN.NS
2025-10-23,1049.300048828125,1061.9000244140625,1040.9000244140625,1044.699951171875,,1888505.0, ADANIGREEN.NS
2025-10-24,1049.4000244140625,1049.4000244140625,1028.0,1031.0999755859375,,1202737.0, ADANIGREEN.NS
2025-10-27,1025.0,1027.5999755859375,1015.0,1017.0999755859375,,1762358.0, ADANIGREEN.NS
2025-10-28,1020.5,1024.0,998.5999755859375,1004.2000122070312,,1992608.0, ADANIGREEN.NS
2025-10-29,1028.0,1145.0,1012.0999755859375,1112.5999755859375,,36232727.0, ADANIGREEN.NS
2025-10-30,1112.5999755859375,1151.800048828125,1088.699951171875,1140.0999755859375,,11727335.0, ADANIGREEN.NS
2025-10-31,1145.0,1159.5,1125.0999755859375,1140.0,,5725034.0, ADANIGREEN.NS
2025-11-03,1140.0,1166.4000244140625,1097.199951171875,1105.199951171875,,5611025.0, ADANIGREEN.NS
2025-11-04,1109.9000244140625,1112.9000244140625,1080.0999755859375,1086.4000244140625,,3029132.0, ADANIGREEN.NS
2025-11-06,1087.0999755859375,1097.9000244140625,1047.0,1060.5,,2533556.0, ADANIGREEN.NS
2025-11-07,1060.5,1075.0999755859375,1040.0,1059.800048828125,,3615119.0, ADANIGREEN.NS
2025-11-10,1066.9000244140625,1088.0,1035.199951171875,1041.300048828125,,2240298.0, ADANIGREEN.NS
2025-11-11,1049.0,1051.0,1031.4000244140625,1044.199951171875,,1629631.0, ADANIGREEN.NS
2025-11-12,1050.199951171875,1094.9000244140625,1050.199951171875,1070.800048828125,,4147036.0, ADANIGREEN.NS
2025-11-13,1080.0,1088.0,1063.300048828125,1076.800048828125,,1991752.0, ADANIGREEN.NS
2025-11-14,1082.9000244140625,1104.9000244140625,1060.0,1068.800048828125,,3567619.0, ADANIGREEN.NS
2025-11-17,1074.800048828125,1092.5,1065.4000244140625,1088.5999755859375,,2888868.0, ADANIGREEN.NS
2025-11-18,1092.0,1097.199951171875,1075.0,1077.5999755859375,,1414894.0, ADANIGREEN.NS
2025-11-19,1080.199951171875,1084.5,1052.199951171875,1069.9000244140625,,2155114.0, ADANIGREEN.NS
2025-11-20,1074.0,1085.5,1057.0,1060.0,,1354779.0, ADANIGREEN.NS
2025-11-21,1060.0,1063.0999755859375,1026.0,1030.5,,2075493.0, ADANIGREEN.NS
2025-11-24,1036.9000244140625,1037.5,1006.0,1009.4000244140625,,1618990.0, ADANIGREEN.NS
2025-11-25,1010.5,1022.9000244140625,1000.5999755859375,1011.5999755859375,,1677553.0, ADANIGREEN.NS
2025-11-26,1016.0,1036.4000244140625,1012.5,1034.4000244140625,,1318167.0, ADANIGREEN.NS
2025-11-27,1040.0999755859375,1042.0,1018.2000122070312,1031.0999755859375,,1543218.0, ADANIGREEN.NS
2025-11-28,1031.199951171875,1052.5,1024.5999755859375,1048.199951171875,,1626863.0, ADANIGREEN.NS
2025-12-01,1041.0999755859375,1052.0,1028.0999755859375,1039.5999755859375,,2276452.0, ADANIGREEN.NS
2025-12-02,1038.5999755859375,1040.699951171875,1017.7000122070312,1022.5999755859375,,1544253.0, ADANIGREEN.NS
2025-12-03,1024.0,1027.300048828125,1004.2000122070312,1012.5999755859375,,1508973.0, ADANIGREEN.NS
2025-12-04,1013.7999877929688,1027.0999755859375,1006.7999877929688,1013.4000244140625,,1349599.0, ADANIGREEN.NS
2025-12-05,1013.0999755859375,1022.5,1005.0999755859375,1017.7000122070312,,1190798.0, ADANIGREEN.NS
2025-12-08,1016.0999755859375,1021.0,990.0,993.7999877929688,,1311474.0, ADANIGREEN.NS
2025-12-09,993.9000244140625,1010.5,980.5999755859375,998.9000244140625,,2593247.0, ADANIGREEN.NS
2025-12-10,1014.9000244140625,1027.800048828125,981.0,989.7999877929688,,3913329.0, ADANIGREEN.NS
2025-12-11,995.0,1026.4000244140625,975.0,1018.7999877929688,,5927384.0, ADANIGREEN.NS
2025-12-12,1024.0,1042.0,1024.0,1040.199951171875,,2615096.0, ADANIGREEN.NS
2025-12-15,1044.699951171875,1058.699951171875,1038.9000244140625,1047.5999755859375,,2027683.0, ADANIGREEN.NS
2025-12-16,1044.0,1044.0,1022.2000122070312,1028.199951171875,,1086779.0, ADANIGREEN.NS
2025-12-17,1028.0,1033.5999755859375,1017.0,1020.7000122070312,,1263636.0, ADANIGREEN.NS
2025-12-18,1016.5999755859375,1022.0,1005.0,1011.0,,1150470.0, ADANIGREEN.NS
2025-12-19,1012.5,1024.699951171875,1007.2000122070312,1020.9000244140625,,2498071.0, ADANIGREEN.NS
2025-12-22,1022.0,1028.800048828125,1018.2999877929688,1020.7999877929688,,954953.0, ADANIGREEN.NS
2025-12-23,1021.7999877929688,1027.0,1013.2999877929688,1016.9000244140625,,829273.0, ADANIGREEN.NS
2025-12-24,1018.0,1024.300048828125,1012.2000122070312,1015.0,,835848.0, ADANIGREEN.NS
2025-12-26,1015.0,1027.0,1011.5,1018.0999755859375,,834022.0, ADANIGREEN.NS
2025-12-29,1018.0999755859375,1019.7999877929688,1000.0,1001.9000244140625,,830063.0, ADANIGREEN.NS
2025-12-30,1002.0,1011.5999755859375,998.2999877929688,1007.0999755859375,,2090689.0, ADANIGREEN.NS
2025-12-31,1013.0,1018.7999877929688,1009.2000122070312,1015.0999755859375,,637693.0, ADANIGREEN.NS
2026-01-01,1019.7000122070312,1045.0,1015.5,1025.9000244140625,,2304811.0, ADANIGREEN.NS
2026-01-02,1029.0,1043.5,1026.4000244140625,1038.800048828125,,1544713.0, ADANIGREEN.NS
2026-01-05,1039.0,1044.699951171875,1027.699951171875,1030.5,,1020610.0, ADANIGREEN.NS
2026-01-06,1031.0,1034.800048828125,1012.7999877929688,1019.4000244140625,,891487.0, ADANIGREEN.NS
2026-01-07,1019.0,1023.7000122070312,1011.4000244140625,1019.2000122070312,,742308.0, ADANIGREEN.NS
2026-01-08,1024.0999755859375,1024.0999755859375,982.9000244140625,988.7999877929688,,1993966.0, ADANIGREEN.NS
2026-01-09,988.0,991.0,942.2000122070312,946.0999755859375,,2326860.0, ADANIGREEN.NS
2026-01-12,947.7999877929688,949.0999755859375,921.2000122070312,942.2000122070312,,2143293.0, ADANIGREEN.NS
2026-01-13,952.4000244140625,952.4000244140625,927.4000244140625,936.7000122070312,,2066428.0, ADANIGREEN.NS
2026-01-14,935.5,945.0,932.0999755859375,935.2999877929688,,774904.0, ADANIGREEN.NS
2026-01-15,935.2999877929688,935.2999877929688,935.2999877929688,935.2999877929688,,0.0, ADANIGREEN.NS
2026-01-16,935.2999877929688,946.7999877929688,926.2999877929688,930.0999755859375,,1088002.0, ADANIGREEN.NS
2026-01-19,928.0,936.0,911.5,914.0,,1203147.0, ADANIGREEN.NS
2026-01-20,914.0999755859375,927.0,878.0,883.2000122070312,,2195862.0, ADANIGREEN.NS
2026-01-21,885.5,892.5999755859375,868.0,878.7000122070312,,2259912.0, ADANIGREEN.NS
2026-01-22,894.0,916.4000244140625,889.0999755859375,904.2999877929688,,1851769.0, ADANIGREEN.NS
2026-01-23,909.0,909.0,765.0,772.7999877929688,,22973223.0, ADANIGREEN.NS
2026-01-27,789.0,819.2000122070312,768.0999755859375,799.0999755859375,,13752483.0, ADANIGREEN.NS
2026-01-28,809.0,825.7000122070312,795.0,822.9000244140625,,4377377.0, ADANIGREEN.NS
2026-01-29,824.4000244140625,864.7999877929688,816.5,858.7999877929688,,7356835.0, ADANIGREEN.NS
2026-01-30,854.9000244140625,864.7999877929688,842.7000122070312,852.2999877929688,,2887230.0, ADANIGREEN.NS
2026-02-02,814.2000122070312,847.9000244140625,807.0,843.9500122070312,,3922655.0, ADANIGREEN.NS
2026-02-03,924.0,951.5499877929688,900.0,932.0999755859375,,10826968.0, ADANIGREEN.NS
2026-02-04,935.0,970.9000244140625,920.3499755859375,954.4500122070312,,4230654.0, ADANIGREEN.NS
2026-02-05,954.0,972.0,951.4500122070312,967.1500244140625,,3102511.0, ADANIGREEN.NS
2026-02-06,966.0,974.9500122070312,954.25,971.8499755859375,,1608144.0, ADANIGREEN.NS
2026-02-09,985.0,996.25,976.4500122070312,982.6500244140625,,1645440.0, ADANIGREEN.NS
2026-02-10,985.7999877929688,987.7999877929688,953.0499877929688,978.2999877929688,,2057124.0, ADANIGREEN.NS
2026-02-11,977.0,998.1500244140625,975.0499877929688,994.75,,1489878.0, ADANIGREEN.NS
2026-02-12,992.4500122070312,999.5999755859375,980.0499877929688,997.6500244140625,,1250477.0, ADANIGREEN.NS
2026-02-13,988.9000244140625,989.9000244140625,943.75,950.5,,2943844.0, ADANIGREEN.NS
2026-02-16,949.5,999.0,936.4500122070312,991.25,,4171646.0, ADANIGREEN.NS
2025-02-17,1053.8228674739842,1084.0260200449159,1034.9646656672435,1077.656982421875,,2518527.0, ADANIPORTS.NS
2025-02-18,1077.6570118550699,1082.6328036528314,1056.8083713348735,1079.8961181640625,,1715308.0, ADANIPORTS.NS
2025-02-19,1056.4600631357303,1086.4143046948939,1049.4442697682239,1077.607177734375,,1792268.0, ADANIPORTS.NS
2025-02-20,1068.9990662255354,1120.5483180825045,1068.8000831444137,1106.3175048828125,,3714173.0, ADANIPORTS.NS
2025-02-21,1106.3174546063979,1113.6816504626277,1074.7709844867875,1078.0052490234375,,2360177.0, ADANIPORTS.NS
2025-02-24,1078.0052898844838,1078.0052898844838,1060.5402121328568,1065.217529296875,,1669749.0, ADANIPORTS.NS
2025-02-25,1069.3972237973244,1086.115934000775,1062.5804128526872,1075.119384765625,,1665355.0, ADANIPORTS.NS
2025-02-27,1077.7565142070866,1082.6824995445706,1063.9237885746827,1073.72607421875,,1819078.0, ADANIPORTS.NS
2025-02-28,1068.8001164313782,1077.6570504444062,1054.0717235908846,1064.222412109375,,2849138.0, ADANIPORTS.NS
2025-03-03,1069.7454085392976,1075.7661650854695,1035.5617438705985,1047.9515380859375,,2274285.0, ADANIPORTS.NS
2025-03-04,1042.8761749960593,1057.8533571962469,1031.4816601447883,1052.8277587890625,,1788886.0, ADANIPORTS.NS
2025-03-05,1051.6833687639366,1113.2338870046535,1049.8920351832833,1107.3126220703125,,3785743.0, ADANIPORTS.NS
